level,source_id,route_family,predicate_label,score_id,K,unit_count,gt_units,gt_total,gt_selected,Recall@K,selected_total,Selected@K_mean,violation_denominator,violation_count,Violation@K
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,A1_source_x_G_only,50,316,316,754,396,0.5251989389920424,14668,46.41772151898734,14668,6832,0.4657758385601309
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,A1_source_x_G_only,100,316,316,754,612,0.8116710875331565,20816,65.87341772151899,20816,10168,0.48847040737893926
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,A2_source_x_TG_concat,5,316,316,754,23,0.03050397877984085,2637,8.344936708860759,2637,1478,0.5604854000758438
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,A2_source_x_TG_concat,10,316,316,754,93,0.123342175066313,5001,15.825949367088608,5001,2615,0.5228954209158169
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,A2_source_x_TG_concat,20,316,316,754,212,0.28116710875331563,9048,28.632911392405063,9048,4587,0.5069628647214854
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,A2_source_x_TG_concat,50,316,316,754,499,0.6618037135278515,18357,58.09177215189873,18357,9058,0.4934357465816855
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,A2_source_x_TG_concat,100,316,316,754,705,0.9350132625994695,24332,77.0,24332,12115,0.49790399473943775
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,C1_source_x_shuffled_Ce,5,316,316,754,50,0.06631299734748011,2290,7.246835443037975,2290,1116,0.4873362445414847
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,C1_source_x_shuffled_Ce,10,316,316,754,100,0.13262599469496023,4052,12.822784810126583,4052,1971,0.486426456071076
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,C1_source_x_shuffled_Ce,20,316,316,754,193,0.25596816976127323,6824,21.59493670886076,6824,3414,0.5002930832356389
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,C1_source_x_shuffled_Ce,50,316,316,754,307,0.40716180371352784,10697,33.85126582278481,10697,5358,0.5008880994671403
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,C1_source_x_shuffled_Ce,100,316,316,754,436,0.5782493368700266,15013,47.50949367088607,15013,7520,0.5008992206754146
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,C2_source_x_wrong_T_Ce,5,316,316,754,21,0.027851458885941646,2277,7.205696202531645,2277,19,0.00834431269213878
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,C2_source_x_wrong_T_Ce,10,316,316,754,42,0.05570291777188329,4023,12.731012658227849,4023,52,0.012925677355207556
source_predicate,open3dsg_recovery_relaxed_views_min2,relative_horizontal,behind,C2_source_x_wrong_T_Ce,20,316,316,754,78,0.10344827586206896,6838,21.639240506329113,6838,145,0.021205030710734134
